Company,Industry,City,Website,Contact,Role,Channel,Email_or_Profile,Problem_Hypothesis,Observed_Trigger,First_Outreach,Followup_1,Followup_2,Status,Next_Step,Estimated_Project_MXN,Notes
,,,,,,,,,,,,,New,,,
